,Date,Momentum,Volatility,Volume Change,Return,Next Return,Target
0,2025-01-10,-0.005747804245314137,0.01223755335862961,0.6399868186420543,-0.02410379153243869,-0.010344109021782733,0
1,2025-01-13,-0.007414729223490402,0.012168490402749768,-0.19575472080296996,-0.010344109021782733,-0.004778187556134017,0
2,2025-01-14,-0.009718175580784472,0.009648592618927027,-0.20542527105199004,-0.004778187556134017,0.0196759314065158,1
3,2025-01-15,-0.0035054513113960796,0.016129304783922178,0.010059515205919523,0.0196759314065158,-0.040400205052104066,0
4,2025-01-16,-0.01199007235118874,0.02242394983074821,0.8015439847358907,-0.040400205052104066,0.007535300675703516,1
5,2025-01-17,-0.005662253909560299,0.02261429676296443,-0.045580281803980216,0.007535300675703516,-0.03191583395502218,0
6,2025-01-21,-0.009976598896208189,0.025592423228986427,0.43192924922943043,-0.03191583395502218,0.0053449425710163645,1
7,2025-01-22,-0.007951972870778113,0.02649112637603053,-0.3461176868861553,0.0053449425710163645,-0.0007594645528145039,0
8,2025-01-23,-0.012039052062644173,0.0224278237142451,-0.06068785915339214,-0.0007594645528145039,-0.00393458811566294,0
9,2025-01-24,-0.004745928675355948,0.015869847191248693,-0.09192194545345878,-0.00393458811566294,0.03178016453240451,1
10,2025-01-27,0.00010304409598425047,0.022766051510181903,0.7343152113700893,0.03178016453240451,0.03654408613920723,1
11,2025-01-28,0.013795028114830132,0.018964185107368123,-0.2019303545940795,0.03654408613920723,0.004616873665828747,1
12,2025-01-29,0.013649414333792608,0.019047898989599254,-0.39918713576972453,0.004616873665828747,-0.007394815053348824,0
13,2025-01-30,0.012322344233685745,0.02048003935633811,0.22363315386458726,-0.007394815053348824,-0.006692194071819979,0
14,2025-01-31,0.011770823042454337,0.021056305395219445,0.8139217331467186,-0.006692194071819979,-0.03385595001477659,0
15,2025-02-03,-0.0013563998669818833,0.0254621324409969,-0.27631294832200537,-0.03385595001477659,0.021007923869700296,1
16,2025-02-04,-0.004463632320883271,0.02005444104713695,-0.38317458970509133,0.021007923869700296,-0.0014175665292441852,0
17,2025-02-05,-0.005670520359897857,0.019546498772101517,-0.12086368608725173,-0.0014175665292441852,0.0032262256341100137,1
18,2025-02-06,-0.0035463122224060895,0.019886427865671134,-0.24469779380771983,0.0032262256341100137,-0.023968793125519916,0
19,2025-02-07,-0.007001632033146077,0.021962268961114202,0.32687725770501874,-0.023968793125519916,0.0011873766168293276,1
20,2025-02-10,7.033293175107147e-06,0.016044185487352147,-0.16600515775476488,0.0011873766168293276,0.02183186310812868,1
21,2025-02-11,0.00017182114086078393,0.016315740621260674,0.622147869886096,0.02183186310812868,0.01827011820213542,1
22,2025-02-12,0.004109358087136705,0.018112942785594253,-0.15776903258473818,0.01827011820213542,0.019673207062975928,1
23,2025-02-13,0.007398754372909888,0.01936277109433006,0.1850174500975834,0.019673207062975928,0.012710672820557045,1
24,2025-02-14,0.01473464756212528,0.00828981928204733,-0.23721185285214152,0.012710672820557045,-0.0005314982077990749,0
25,2025-02-18,0.0143908725971996,0.008997501950358025,0.19381507328309233,-0.0005314982077990749,0.0016362150092212868,1
26,2025-02-19,0.010351742977418121,0.009348265552532214,-0.3403819960059399,0.0016362150092212868,0.003920476204990031,1
27,2025-02-20,0.007481814577989044,0.008471103180402697,0.0034995435377993545,0.003920476204990031,-0.0011390327529113842,0
28,2025-02-21,0.003319366614811581,0.005614656025105457,0.646117047117762,-0.0011390327529113842,0.006312360618159429,1
29,2025-02-24,0.0020397041743320577,0.0031093066014444806,-0.035170891810502036,0.006312360618159429,-0.000242810694735085,0
30,2025-02-25,0.0020974416769448554,0.0030517730300900847,-0.06454962748215343,-0.000242810694735085,-0.027040233919158996,0
31,2025-02-26,-0.003637848108731201,0.01343109209060368,-0.07455642499057558,-0.027040233919158996,-0.012730782411872088,0
32,2025-02-27,-0.006968099832103625,0.013149878745541996,-0.07381801159482915,-0.012730782411872088,0.019131816049733796,1
33,2025-02-28,-0.0029139300715745886,0.017725147163558014,0.38100676490027596,0.019131816049733796,-0.015754178842070865,0
34,2025-03-03,-0.007327237963620647,0.01760031593271789,-0.16978396506279758,-0.015754178842070865,-0.008822457609658607,0
35,2025-03-04,-0.009043167346605352,0.017149409520088078,0.14017675483214642,-0.008822457609658607,-0.0008053362915595441,0
